specimen,CST,subCST,score,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim
C00094-01,IV-C,IV-C0,0.0463990152865695,0.0001000958688547,0.00129653859418,0.0012727531147725,0.0002189511514684,0.001664126134773,0.0009260840186539,0.0059520028572681,0.0463990152865695,0.0019947486216826,0.0010930826449822,0.0067594369150784,0.0040538492292025,0.0015973239410352
C00095-01,III,III-A,0.9898713453410224,0.002449800434431,0.0424967633201174,0.0452770096477121,0.9898713453410224,0.7752555277073874,0.0508590229256905,0.1091642795782693,0.0709624719566476,0.0171487065163843,0.0113905063312067,0.0009109745186436,0.1177515375859333,0.2300596438034549
C00096-01,III,III-A,0.9925163829357538,0.0024406958312481,0.0437533050023742,0.0471162028627143,0.9925163829357538,0.8348617951707905,0.0558042216398228,0.120410419830639,0.0794969107517171,0.0177676949051929,0.0118267535283135,0.0009619378581833,0.1256409009493037,0.2440102862836473
C00097-01,III,III-A,0.924157059635916,0.0023516070935055,0.044125652495356,0.0488661838077412,0.924157059635916,0.8730306004346933,0.0625845186330688,0.1348037991122012,0.0964514108683701,0.0182854315361617,0.012009892352641,0.0011719311659317,0.1334012770833183,0.2549017650203904
C00099-01,IV-B,IV-B,0.0531742957688472,0.0001250124048859,0.0016467652807628,0.0044478485476975,0.0009162851717039,0.0047790892018972,0.0244839794505644,0.0531742957688472,0.0317874372774379,0.0020434949794102,0.0016793720606489,0.0037042449207498,0.0053672376944428,0.0046301156088487
C00100-01,I,I-A,0.9980473070729766,0.9980473070729766,0.8912420819109953,0.0042192587279555,0.0018784320841654,0.0972209041000538,0.0012720175440871,0.0096658720354761,0.0396957962788996,0.0061692036035874,0.0261015077884123,0.0024550417154987,0.0065086965395235,0.0258234880749202
C00101-01,III,III-B,0.1480247393985437,0.0007438810142479,0.0127355006150992,0.0151437298682747,0.141805350541603,0.1480247393985437,0.0232544748095944,0.0464569530498862,0.0403781510946929,0.0056805517948456,0.0035346253190353,0.0009450063444331,0.0358306244684848,0.071607143761796
C00102-01,V,V,0.6950122768982748,0.0055408002671693,0.0295973315925353,0.0030494436574159,0.0172205839285357,0.0174152188134434,0.00052962243164,0.004052538438384,0.0072480429928796,0.0017749307047688,0.0033338946872879,0.0012362013203976,0.0061383066421307,0.6950122768982748
C00103-01,III,III-B,0.0432848478928959,0.0010304325739272,0.0047180745545506,0.0053111012824933,0.0376131813809101,0.0432848478928959,0.0100861754431253,0.0186595969534848,0.0162807094822285,0.0018463519983003,0.0012480767215405,0.0003374201416552,0.0118137223876297,0.0195071764863691
C00104-01,III,III-B,0.0972275210974388,0.0319642354706594,0.0442429778771066,0.0332443578686415,0.0785630334660018,0.0972275210974388,0.0125714072604373,0.026983993772425,0.0279448139945524,0.0040702854715331,0.0055096880811291,0.0006537800163767,0.0238954721289992,0.0420040756406586
C00105-01,I,I-A,0.9982241072783044,0.9982241072783044,0.8923791633047483,0.0043670085480985,0.0015934432602013,0.0970250420102981,0.0012463911000836,0.009625399329095,0.0397470817345926,0.0061682547065355,0.0261225661711681,0.0024584452742753,0.006457732718204,0.0257486003628885
C00105-02,I,I-A,0.9990312190047071,0.9990312190047071,0.9116962508593018,0.017467093485536,0.0018137258423607,0.0988870925296498,0.0013793930059726,0.0101517126619707,0.0416495221654903,0.0065388216537695,0.0268581516967941,0.0026293810453941,0.0067785276175381,0.0269482325816897
C00105-03,I,I-B,0.3419799859093229,0.2833302937535743,0.3419799859093229,0.1060651628214513,0.0013708619710976,0.0561625452760314,0.0033372747108744,0.0133925306472404,0.0465303981603594,0.0063520626543087,0.0276347540950423,0.0025109077211051,0.0107157933202505,0.0213804895490601
C00106-01,I,I-B,0.823852411137501,0.6595715339623328,0.823852411137501,0.0259598940739137,0.1076930153545058,0.2412378869461664,0.0168864747391457,0.0451691643482378,0.0962359884873878,0.0103460193867776,0.028710454942388,0.0034178488820355,0.0369458208960308,0.0899101036323643
C00107-01,I,I-A,0.9982342488465112,0.9982342488465112,0.8924749784734467,0.0042065426915278,0.0016884937998758,0.0971322471286534,0.0012557856479684,0.0096450818582866,0.0397609696766209,0.0061681194346063,0.0261214439926015,0.0024569598519827,0.0064769381611203,0.0257795991940513
C00108-01,IV-C,IV-C0,0.0255417649653175,0.0039809943811018,0.0058179154578493,0.0049600768097278,0.0037136150953875,0.0060695161911542,0.0067997509709718,0.011649130548537,0.0255417649653175,0.0014334404483873,0.0008263856202992,0.0015150262492937,0.0031775723193014,0.0040383730947113
C00109-01,III,III-B,0.1425758567384522,0.0007648970285018,0.0116562802675777,0.0136365246866001,0.1326105436821097,0.1425758567384522,0.0214790971198368,0.042128957711943,0.0393794263790532,0.0053165394362278,0.0033243074190557,0.0013015811297979,0.0348676153543929,0.0588031792179777
C00110-01,III,III-A,0.9206736478392432,0.0023325519513232,0.0441760213534598,0.0482363120484487,0.9206736478392432,0.8866086846523248,0.0674554609730997,0.1433233426737089,0.0964960670181919,0.018375207730608,0.0122597396047634,0.0015070632523226,0.1354770505044447,0.2578184090872243
C00111-01,IV-B,IV-B,0.0324426482717566,0.0027526644813523,0.0035788675927684,0.0041045316792435,0.0026979285077353,0.0051000072661364,0.0145623300850468,0.0324426482717566,0.0022820290306706,0.000572672023668,0.001225950998656,0.0001788637616021,0.0026423273987304,0.0032767094935826
C00112-01,I,I-B,0.0158225919669514,0.0148704365659226,0.0158225919669514,0.0035909301162052,0.0040215106884193,0.0069890536735592,0.0019440146037494,0.0034393658572259,0.0058866826001414,0.0006832169900871,0.0010351966985166,0.0002517726346835,0.0015397404746811,0.0034252201633876
C00113-01,III,III-B,0.8112608798184615,0.0048763122852183,0.0442675416464913,0.0480072158270855,0.6920879524754107,0.8112608798184615,0.0743875813459398,0.1593019140193733,0.138662061768226,0.0177204850974849,0.0116341346743404,0.0017602626685939,0.1372135364997881,0.2497076268853003
C00113-02,III,III-B,0.5098054457893997,0.0016151383897287,0.0313650618626109,0.0346003976608138,0.4659731013958954,0.5098054457893997,0.0486466504443827,0.1073632034097864,0.1086953339359275,0.0150131879598214,0.0185958873154586,0.0063761822319839,0.1056783497069384,0.1764895880010087
C00114-01,I,I-B,0.166299362286132,0.1368550181941084,0.166299362286132,0.0068056920448262,0.0054352296050349,0.0377407802758467,0.0086864021586842,0.0182103936632598,0.0569207213161833,0.0037005134623441,0.0118566733694894,0.0023243343981194,0.0077565200414131,0.0128077217382508
C00114-02,IV-C,IV-C0,0.0463473219697739,0.0008858663253471,0.0026043633612826,0.0065640115227744,0.002305849416836,0.0043174172428692,0.0112614074240176,0.0181739935053583,0.0463473219697739,0.0020295450767817,0.0011556884621147,0.0020024367783109,0.0038780027769897,0.0030195222860763
C00115-01,III,III-A,0.99434796198469,0.0024536535552908,0.042933423396604,0.0459289497017453,0.99434796198469,0.7931103102093028,0.0522599657669578,0.1122340646909148,0.0735710027661293,0.0173698452853342,0.0115240081184905,0.0009389292983521,0.1200477999976351,0.2342059750685189
C00115-03,III,III-A,0.9966603737776016,0.00307840290521,0.0439793574849121,0.046443240036159,0.9966603737776016,0.8120210967264161,0.0535043736356258,0.1151252821912229,0.0761022545050379,0.0175753355767631,0.0116893430942451,0.0010028425352278,0.1224770951459139,0.2385414915034535
C00116-01,III,III-B,0.0262422482546984,0.0085258074206061,0.0126509547981934,0.0141518572129963,0.0198405659182448,0.0262422482546984,0.0083105480342944,0.0154262736426356,0.024151185579315,0.0018778542567065,0.001667415971397,0.0007442858805459,0.0079932383709679,0.0122856879892704
D00001-01,III,III-A,0.9938672791676396,0.0029891495306699,0.0467597105257048,0.0469208747913881,0.9938672791676396,0.8269276103788435,0.0543760789503134,0.1175475961942583,0.0783812182251495,0.0177809785395808,0.0120525570602487,0.0010658830586674,0.1247167146509285,0.313404365161115
D00002-02,I,I-A,0.9984930696338836,0.9984930696338836,0.8941811316795778,0.0042107978872407,0.0016409961322542,0.0972121343323352,0.0012493839524233,0.0096546319214403,0.0398715493613137,0.0061758536114274,0.026156123518007,0.0024627596960997,0.0064829870682015,0.0269899099070198
D00002-03,I,I-A,0.9986025474338076,0.9986025474338076,0.8949937601606871,0.0045150314536479,0.0016557787897971,0.0972908873289688,0.0012509507302465,0.0096682073240028,0.0399391775595915,0.0061868338315432,0.0261809379573328,0.0024681181390759,0.0064957481762178,0.0273389469145925
D00003-01,III,III-A,0.6040710103012362,0.0026554649854316,0.0448555189035481,0.5307671307738618,0.6040710103012362,0.6038739928403867,0.0499079074872331,0.1085220107736241,0.0920263535131488,0.0213633373041617,0.0186392455831197,0.0041267433271659,0.110203215870072,0.2197877868514097
D00004-01,I,I-B,0.0024029618972487,0.0023266672918675,0.0024029618972487,2.6639579061287544e-05,3.414608390438046e-05,0.0004851554173609,2.295343093969861e-05,7.615521072700375e-05,0.0002466955404003,4.350516142226269e-05,0.0001341525777106,1.4871652865673827e-05,4.5985814287910105e-05,0.0008293245723976
D00004-02,III,III-B,0.3522148607119524,0.0011155337476536,0.0228283311803412,0.0258564967845946,0.3012286005435813,0.3522148607119524,0.0417517591436886,0.088312043507917,0.076346772712884,0.0098442164414558,0.0065175291081067,0.0006387439827966,0.0762798985748694,0.1322054373414445
D00004-03,III,III-B,0.8078848605097272,0.0020242214175141,0.0405617771459734,0.0451632748648376,0.7270765236489615,0.8078848605097272,0.0673925371897053,0.1456135158808551,0.1091822674015608,0.0169358314928214,0.0113202358674359,0.0009464321666299,0.1333317232751153,0.2466821760003986
D00005-01,I,I-A,0.999167409028598,0.999167409028598,0.9025773658754522,0.0047368904644817,0.002311947407443,0.09865877816227,0.0013348447932605,0.0099113936941493,0.0406070003644962,0.0062412180702538,0.0263376334206363,0.0024805338268244,0.0066858815429947,0.02629149997031
D00006-01,III,III-A,0.9901897596693028,0.0033489275396644,0.0434380569791534,0.0453157997203061,0.9901897596693028,0.7767605785643287,0.0509282950916251,0.109336136228826,0.0711591923278725,0.0171707044130074,0.0114444124961741,0.0009159416263858,0.117892090186011,0.2303596413105338
D00006-02,III,III-B,0.8418990914368152,0.0022081400099191,0.0424457030120651,0.0466328726529318,0.8387264203228812,0.8418990914368152,0.0621377084349914,0.1347773269902963,0.0966583158205369,0.0175291550326701,0.0116712231291038,0.0009597685594128,0.1323406147838331,0.250305166760618
D00006-04,IV-B,IV-B,0.0128465012060125,7.06397840655756e-06,0.0001928055268169,0.0006259274720368,3.408786512288234e-05,0.0007720398189169,0.0057388772265015,0.0128465012060125,0.0004342719334542,0.0001480963484357,0.0004316734751579,4.001199919567791e-05,0.0007960389498205,0.0007667954847814
D00006-05,III,III-A,0.9953595856333388,0.0024452555045934,0.0435108315407631,0.0466645048076253,0.9953595856333388,0.8230121569636973,0.0542695565090657,0.1168992348460392,0.077242260676713,0.0176251329793423,0.0117195504242246,0.0009377493113347,0.1239266967965531,0.2411385770333072
D00007-01,IV-C,IV-C0,0.0060472420754963,0.0028791450469527,0.0035765605172599,0.0004320914049898,0.001129157487233,0.0021712458130715,0.0007428689157484,0.0020363472642196,0.0060472420754963,0.0006287170305355,0.0003459625042829,0.0010016432981508,0.0014679769301546,0.0017659594642244
D00008-01,II,II,0.0007633646592536,1.0935200639262037e-06,2.3160365338842544e-05,0.0007633646592536,5.032214927045344e-06,6.86910897551732e-06,1.1687108085086693e-06,5.590168618907048e-06,3.478301234739528e-05,1.714190889604058e-05,2.183167060794571e-05,8.233746701800064e-06,9.44779242637547e-06,4.076212565606605e-05
D00008-02,I,I-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00009-01,V,V,0.6478528977376534,0.0054791965690311,0.0287279498079186,0.002809908475263,0.0166507119092392,0.016200724989655,0.0001498767672883,0.003135479289418,0.0064179340408113,0.0016626832969791,0.0031219187580826,0.001158750977089,0.005626921731679,0.6478528977376534
D00011-01,II,II,0.8399789176272496,0.0009754443493134,0.0143318342357581,0.8399789176272496,0.0034594146593997,0.0041091790934755,0.0003568844770445,0.0023785227975758,0.0161241488108651,0.0103117347401632,0.0132436807508644,0.0049438274892742,0.0054359324136926,0.0241298897995968
D00012-01,I,I-B,0.8390116697401907,0.6907280674292408,0.8390116697401907,0.0267403482222466,0.2841974991541631,0.4525295941303867,0.031749332189865,0.0762964883184311,0.1049797953279196,0.014533701044173,0.0309963609484266,0.0029444611747672,0.0697974234541996,0.2120116968964549
D00013-03,I,I-A,0.9981928145214476,0.9981928145214476,0.8921540460514165,0.0041972250571878,0.0015922159835458,0.0970054429754034,0.0012459098624355,0.0096217362948329,0.0397259460762017,0.0061635874811391,0.0261135912651071,0.0024562614923048,0.0064543086529599,0.0257345508991219
D00014-01,III,III-A,0.773904557802596,0.0044496316471186,0.0543540381258672,0.0442338182676097,0.773904557802596,0.746772027255634,0.0547567803249484,0.1200008855945028,0.0870968840428033,0.0169430881354075,0.0123525819288539,0.0014575338748039,0.1223355749813795,0.6452910459405397
D00015-01,IV-B,IV-B,0.0494403271104817,2.322430434558503e-05,0.0006626444669817,0.0021791768958918,0.0001128942122726,0.0027116180155053,0.0216632590368678,0.0494403271104817,0.0016790480637613,0.0005130770783235,0.001500131733758,0.0001387334385454,0.0028660187583033,0.0027102518313961
D00015-02,V,V,0.6646209351396541,0.0050949145435681,0.0286244624673092,0.0028415871430014,0.0166771009129491,0.0163554336471448,0.0001526422223597,0.003206317926214,0.0065927784181601,0.0016773665336113,0.0031400580006544,0.0011737893743536,0.0057270452896877,0.6646209351396541
D00015-03,V,V,0.6467189931981749,0.0057880704114657,0.0290301905971768,0.003392150996616,0.016653578277006,0.0162445165130565,0.0001507837602889,0.0031386266853981,0.0064469129126673,0.0016779872840483,0.0031514463533148,0.0011654577734691,0.005629846185613,0.6467189931981749
D00015-04,V,V,0.6653739885361211,0.0260599089668671,0.0495682677942523,0.0035836633106667,0.0167419100988619,0.0201259347530104,0.0002048310463414,0.0036022302809818,0.0082278826965695,0.0019405630786717,0.0042089109929452,0.0012765123254038,0.0059905102033433,0.6653739885361211
D00016-01,II,II,0.8386486141592098,0.0006798300521462,0.0140137005697231,0.8386486141592098,0.0031805977219024,0.0038090001063187,0.0003287180558363,0.0023128548317798,0.0160311232088353,0.010290605374586,0.0132113433939653,0.0049378738606966,0.0053665602836175,0.0239803851769978
D00016-02,II,II,0.8647930359150425,0.0011273634293533,0.0146591107027683,0.8647930359150425,0.0032005917251113,0.0039752124725754,0.0003416031564258,0.0024058270579031,0.0168093656010177,0.0104597381395316,0.0134556669004942,0.0050238584217074,0.0055181954138045,0.0248557778758405
D00016-03,II,II,0.8858614137672921,0.0006767161037682,0.0143397411751009,0.8858614137672921,0.0031815677971449,0.0039438960569375,0.0003521432127943,0.0024733174066572,0.0175132738028403,0.0105792589408925,0.0136006086729313,0.0050872382872939,0.0056335233448908,0.0249808339260168
D00017-05,IV-C,IV-C0,0.0375099960178315,8.647612625758198e-05,0.0013545034930772,0.0032790756297334,0.0001624325560796,0.0023957447633949,0.0162985064313659,0.0354978527817382,0.0375099960178315,0.0017401689443714,0.0011950828872843,0.0037374007137399,0.0041219131210076,0.0024757718343958
D00018-01,II,II,0.8515309359152475,0.0006816655358706,0.0141278511077586,0.8515309359152475,0.0031885612383302,0.0038636755465968,0.000457973421099,0.0025165895929378,0.0166343591731266,0.0103939241606006,0.0133213511136493,0.0049898898308606,0.0054594646231914,0.0242564816631397
D00018-02,II,II,0.8580866372878384,0.0223211788763403,0.0353355467627958,0.8580866372878384,0.0032538184755002,0.0077070999943638,0.0003911505700539,0.002787647471954,0.0182845452704095,0.0106763267571074,0.0144915566874877,0.0051039991990392,0.0057479395753853,0.0255024859185333
D00018-03,II,II,0.8355821735503461,0.0006796955718423,0.0139905167220525,0.8355821735503461,0.00317909072969,0.0038004243914104,0.0003274532808466,0.0023039579095547,0.0159530314698367,0.0102710628426761,0.0131852218215274,0.0049279925588272,0.0053506634673812,0.0239185362615198
D00018-04,II,II,0.8813286170959572,0.0035165550043887,0.0171993961885524,0.8813286170959572,0.0029402501275889,0.0047179198166156,0.0007461713023582,0.0038772970210017,0.023205946903325,0.0106387518580793,0.0137827608973674,0.0054954601081065,0.006257480840576,0.0261712992974395
D00019-03,I,I-A,0.9981056796661896,0.9981056796661896,0.8915774306586954,0.0041954690587105,0.0015920553222146,0.0969555563587554,0.0012449088492571,0.0096139582899609,0.0396846468582751,0.0061611484587484,0.0261026533208567,0.0024552359760205,0.0064503126170888,0.0257206606536703
D00019-04,I,I-A,0.998182554203607,0.998182554203607,0.8920819720618692,0.0041977085118292,0.0015967812068206,0.0970021663734594,0.0012457791988196,0.0096212808290503,0.0397207495865892,0.0061636337150643,0.0261126123585581,0.0024564081536737,0.0064551949304011,0.0258472430787956
D00020-01,I,I-A,0.9995084816297376,0.9995084816297376,0.9068280539509236,0.0042965929727343,0.0019484016901799,0.0985214282040307,0.0012719378912881,0.0098677776102394,0.0408270321935675,0.0062529242465413,0.0264230906577566,0.0025037775977816,0.0066665453881754,0.0350654018236579
D00020-02,I,I-A,0.999260150870406,0.999260150870406,0.901365973745898,0.004253073236258,0.0017745814415614,0.0979251814932641,0.0012620452235369,0.0097693292621717,0.040403954474315,0.006216409010782,0.0263039689002764,0.0024835245637118,0.0065739387027485,0.0305008423271597
D00021-01,I,I-A,0.9979860549729968,0.9979860549729968,0.890806234806954,0.0041931207982287,0.0015918382746192,0.0968888814177382,0.0012435733627322,0.0096035814668161,0.0396295956031197,0.0061578860466789,0.0260880253387723,0.0024538645701809,0.006444976518826,0.0257021024767253
D00021-02,IV-B,IV-B,0.1096041476170804,0.0002342074540971,0.0035389738718693,0.0070275075614664,0.0004523446554228,0.0071824723862515,0.045244706559638,0.1096041476170804,0.0754802733233142,0.0044625324815863,0.0040372785315924,0.0116567681084603,0.0117752321792475,0.0072227946590649
D00021-03,IV-B,IV-B,0.1598407824198792,0.0001863900357372,0.0033614437723386,0.0097773513962694,0.0004389639389205,0.0080543678014262,0.0683430744596076,0.1598407824198792,0.0603952960034084,0.0037717157255347,0.0040248367940587,0.0056914577305348,0.0111677443573714,0.0082477659900961
D00021-05,III,III-A,0.993779926137966,0.002450029654177,0.0429409690100873,0.0458712790565563,0.993779926137966,0.7951841743764866,0.052237945703804,0.1122853201340952,0.0734505285544945,0.01735390271154,0.0115318405232436,0.000922397869458,0.1202988373914916,0.234681413724124
D00021-06,IV-B,IV-B,0.1692097028465231,0.0021899204762252,0.0049334481265905,0.008635298857405,0.0003791109901257,0.0083759674633876,0.0715879692665912,0.1692097028465231,0.0298779430641235,0.0026187580000595,0.0041349589360855,0.0021863371446409,0.0096415847620172,0.0082186126533332
D00021-07,IV-B,IV-B,0.0298409724697495,6.940059075509002e-05,0.001185740249352,0.004124608489301,0.0006364021784383,0.0024255680229356,0.0154456199321669,0.0298409724697495,0.0237476622879181,0.0013417912677254,0.0006938523069511,0.0009527527144009,0.0027691488492739,0.0021986005623358
D00021-08,IV-B,IV-B,0.1617221306373297,0.0001651154235732,0.0030260774878125,0.0080905187309858,0.0003943658822543,0.0077700007413927,0.0675437242017321,0.1617221306373297,0.0586791758339374,0.0034292240135776,0.0040610974336836,0.0062622846709032,0.0110988443016084,0.0079659407540336
D00022-01,I,I-A,0.9979860549729968,0.9979860549729968,0.890806234806954,0.0041931207982287,0.0015918382746192,0.0968888814177382,0.0012435733627322,0.0096035814668161,0.0396295956031197,0.0061578860466789,0.0260880253387723,0.0024538645701809,0.006444976518826,0.0257021024767253
D00022-02,I,I-A,0.9980980257942034,0.9980980257942034,0.8915265873158658,0.0041953141662155,0.0015920411693662,0.0969511561769032,0.0012448205667163,0.0096132723270412,0.0396810052872304,0.0061609333197928,0.0261016885216049,0.0024551455175723,0.0064499601527971,0.0257194354541932
D00022-03,II,II,0.8839534122561995,0.00131374050924,0.0179857812965033,0.8839534122561995,0.0052602630387393,0.0060377510713532,0.0003718749314182,0.0028985902821373,0.0184536185126471,0.0107751742378554,0.0139870243435858,0.005228393930178,0.006383198822564,0.0824141138615253
D00023-02,I,I-A,0.9984331237473856,0.9984331237473856,0.8939804967053748,0.0042156469252716,0.0015947163224227,0.0971792189407721,0.0012538082085756,0.0096861726818776,0.0401048759355901,0.0061928489771813,0.0261596134757139,0.0025352314890359,0.0065038286360429,0.0257932838427548
D00024-01,I,I-A,0.99498594899431,0.99498594899431,0.9318081716288976,0.00737057000528,0.0372006493145939,0.1382664377824581,0.0048174418016023,0.0173789264636795,0.0475562215135594,0.0074895805977551,0.0275190264768609,0.0025743991810323,0.0143442780278122,0.0406529518667868
D00025-02,II,II,0.8566770833812155,0.0010785909938649,0.0145750770371708,0.8566770833812155,0.003194574561282,0.0039776572009826,0.0003766885419206,0.0024979935493199,0.0172315019620454,0.010469539850915,0.0134159501935413,0.0052074198813093,0.0055703038604864,0.0244097828526577
D00025-03,II,II,0.847282306532279,0.0006824714883954,0.0141023580833521,0.847282306532279,0.0031876469995973,0.0038597767571664,0.0003401720962072,0.0024053246577139,0.0166459134348196,0.0103803209123223,0.01330328474342,0.0050892407918206,0.005471673539007,0.0241833464557439
D00026-01,III,III-B,0.5284587430434358,0.0017422359438538,0.0313151113069496,0.0345454647044901,0.4845691212704779,0.5284587430434358,0.0495966326622277,0.1061687101329656,0.0832233208875234,0.0131144312862133,0.0087091119974717,0.0007376202651264,0.0999277973620877,0.1806296646761234
D00027-01,I,I-A,0.998347360485776,0.998347360485776,0.8931902647298535,0.0043816634329731,0.0016067237542417,0.0971053294072181,0.0012596226457719,0.0096558370818265,0.0398421277245535,0.0061757946594321,0.0261393771024131,0.0024624126317315,0.0064701013155477,0.0260885047956125
D00028-01,I,I-A,0.9980152162367244,0.9980152162367244,0.8910031207244523,0.0043222499191275,0.0016201914995085,0.0969341486692301,0.0012466315284235,0.0096120896440584,0.0396506740084538,0.0061623944631815,0.0260957672593621,0.0024555810206162,0.0064535320180212,0.0257238832580454
D00028-03,III,III-B,0.2028158742564287,0.0329011011669074,0.0557214484696428,0.0656965561583789,0.1456843269478401,0.2028158742564287,0.0304567050929688,0.0652900826558104,0.0878751897854751,0.0075158560686888,0.0097672920484953,0.0011010945603962,0.0519785699161675,0.0860322745369517
D00028-04,II,II,0.1430657003200826,0.0050992984264393,0.0107792893348205,0.1430657003200826,0.0023914733354609,0.0054937202205161,0.0092474051280041,0.0155774538190938,0.0502885629554432,0.0042828582973896,0.0041934358400278,0.0027893993695025,0.00455009337137,0.0097578899209969
D00028-05,IV-C,IV-C0,0.0204499275323485,0.0024182797353633,0.0040447569099081,0.0040190450713751,0.0065662001819825,0.0087643802691845,0.006754299571717,0.0110058606065123,0.0204499275323485,0.0011549762739477,0.0005003022202738,0.0005681924601947,0.0032670745138705,0.0043470705026823
D00029-01,II,II,0.8452358037316046,0.001189251515359,0.0146080941829791,0.8452358037316046,0.0038286094428497,0.0044869766125475,0.0004029647039554,0.0024874412544794,0.0163262361701957,0.0103597462102434,0.0133074439582851,0.0049621441140081,0.0055452363038152,0.0243921158195803
D00029-02,II,II,0.8465358460168841,0.0008078889697044,0.0142066566375257,0.8465358460168841,0.0032491864722028,0.003930886833199,0.0004871221034111,0.0026826685588376,0.0162643638701959,0.0103478680514745,0.0132975633077466,0.0049647220477032,0.0054439305258542,0.0241913952429962
D00029-03,II,II,0.8441795074479095,0.0007219609543556,0.0141041526483596,0.8441795074479095,0.0031848531477456,0.0038678902430159,0.0005886774783153,0.0029048073819427,0.0161947574573678,0.010332627050361,0.0132803453203851,0.0049573988067512,0.0054323682622382,0.0241296942095859
D00029-04,II,II,0.903275705298108,0.001063064154942,0.0150207879497224,0.903275705298108,0.003443420451406,0.005034322677802,0.0059991051983584,0.0152099813377591,0.0186555788134618,0.0108242460588152,0.0141743808882164,0.0051742563013956,0.0065758415030984,0.0262348497102734
D00032-01,V,V,0.6402402229943915,0.0050937147120246,0.0282150772017459,0.002790951277783,0.0166288763505244,0.0160274722469447,0.0001472935869189,0.0030938766094563,0.0063003088415439,0.0016492403545849,0.0030853401783206,0.0011503982668921,0.005574771461794,0.6402402229943915
D00036-01,II,II,0.8943075240793722,0.0010765507416216,0.0148912043152681,0.8943075240793722,0.0043153557515128,0.0050974132283183,0.0004779276551599,0.0027693066191321,0.018432279837807,0.0106783840159624,0.013715902275771,0.0051409385619118,0.0059642343156219,0.0256614109586903
D00039-01,II,II,0.8457963101738863,0.0026276884885997,0.0246139406782085,0.8457963101738863,0.0087200724967984,0.0101302425150715,0.0006459614671708,0.0042831680715062,0.0219900437573529,0.0109032189770169,0.0144286072988079,0.0053903933679634,0.0079595760834086,0.2138319592752662
D00044-01,I,I-A,0.9994164230634548,0.9994164230634548,0.9049708038444972,0.0109552830430559,0.0026926751099773,0.0991662997110851,0.0013614819911686,0.0100223363555876,0.0409883712615731,0.0064032818549591,0.0265689341534918,0.0025581874100646,0.0068556645302042,0.0303170024185453
D00046-01,I,I-A,0.9980044587404264,0.9980044587404264,0.8909382004881585,0.004201941577399,0.0016890826682157,0.097000146137097,0.0012531962583803,0.0096244991092286,0.0396509043575311,0.006161647719041,0.0260922982651848,0.0024542267781676,0.0064664669673934,0.025742904701863
D00049-01,III,III-A,0.9896310438589846,0.0024496647188589,0.0424786201959372,0.0452533783289513,0.9896310438589846,0.7744859200647355,0.0508078791928071,0.1090484988570314,0.0708717302516828,0.0171404881042131,0.011384888351013,0.0009105042352615,0.1176550369053218,0.2298820264172568
D00050-02,III,III-A,0.9952597219441116,0.0303279841534415,0.0723250975050538,0.0468977346327615,0.9952597219441116,0.8278898182918478,0.0535117632157611,0.1156889630169367,0.0783739437200477,0.0178816375252763,0.0130980093327804,0.0011067767139417,0.1229173709622193,0.2406797848922967
D00051-05,III,III-A,0.989908541489142,0.0024699473424216,0.042523350293186,0.045315718531085,0.989908541489142,0.7753887172241147,0.0508674039930171,0.1091897740080882,0.0710235213279289,0.0171546174358601,0.0113952734778213,0.000924347439775,0.1177742275720039,0.2300932876396138
D00052-02,III,III-B,0.7832854337238582,0.004148996479867,0.0537020724128036,0.0470695762834133,0.7565670395819809,0.7832854337238582,0.0598112135337494,0.1316416158232409,0.0991608550684758,0.0173174912638119,0.0125531341845943,0.0016218050755405,0.1289138076574528,0.6259912027668221
D00053-02,III,III-A,0.9960384349373989,0.0026338753335737,0.0440017175431664,0.04594538384097,0.9960384349373989,0.7957692878801628,0.0521519239145985,0.1122176613583419,0.073549622428683,0.017403382229403,0.0116378881291111,0.0009636917810842,0.1203881510544994,0.2565532541571775
D00054-01,I,I-A,0.9979860549729968,0.9979860549729968,0.890806234806954,0.0041931207982287,0.0015918382746192,0.0968888814177382,0.0012435733627322,0.0096035814668161,0.0396295956031197,0.0061578860466789,0.0260880253387723,0.0024538645701809,0.006444976518826,0.0257021024767253
D00054-02,IV-C,IV-C0,0.0490739872355367,0.0002674790187082,0.0028049623705628,0.0024459367357383,0.0003697131875607,0.0031256045169875,0.0009441711337746,0.0078615015863272,0.0490739872355367,0.0040695273941389,0.0022161398395319,0.0144725090289575,0.0071394191025705,0.002877821655344
D00054-03,IV-C,IV-C0,0.0637516839677507,0.0002283502240218,0.0026522661983233,0.0023777763918165,0.0003220536893754,0.0031060171978791,0.0011073529873371,0.0090675266604975,0.0637516839677507,0.0039632062976547,0.0025029275531253,0.0140613067011068,0.007694235429873,0.0029243985518839
D00054-04,IV-C,IV-C0,0.0582188503840726,0.0001512890422578,0.0018786439108888,0.0017285461659501,0.0002164771670507,0.002263247296517,0.0009846414846866,0.0075776278153497,0.0582188503840726,0.0028278039062191,0.0015279618733981,0.010024715846655,0.0057068552161376,0.002174179720106
