specimen,shannon,inv_simpson,bwpd,phylo_entropy,quadratic,unrooted_pd,rooted_pd
C00063-01,1.11772,1.08728,0.609496,0.211235,0.152374,0.609496,2.20284
C00064-01,4.00859,2.40351,2.58707,2.43971,1.02607,12.564,12.7265
C00066-01,1.16626,1.10364,0.52233,0.301691,0.1842,0.951273,2.54462
C00067-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.93435
C00068-01,1.00459,1.00331,0.0295176,0.01023,0.0073794,0.0295176,2.24955
C00069-01,3.53865,2.35062,2.86065,2.39182,1.08747,10.802,11.0067
C00070-01,1.09924,1.05765,0.250464,0.173308,0.0998418,0.621863,2.21521
C00072-01,1.91073,1.51215,1.70508,1.30836,0.684382,5.25464,5.64106
C00073-01,1.31169,1.21371,0.970885,0.498669,0.323628,1.45633,2.6884
C00074-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.23364
C00075-01,1.51945,1.37339,1.44547,0.835109,0.542716,3.29839,3.6848
C00076-01,1.00106,1.00076,0.00473546,0.00164119,0.00118387,0.00473546,1.55444
C00077-01,1.05923,1.04331,0.397341,0.137708,0.0993354,0.397341,2.59169
C00078-01,1.13079,1.09729,0.686909,0.238065,0.171727,0.686909,2.28025
C00079-01,1.10829,1.08011,0.629608,0.218205,0.157402,0.629608,2.43696
C00080-01,1.19972,1.13667,0.919994,0.37389,0.24689,1.11834,2.71168
C00081-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.5311
C00082-01,1.24339,1.13434,0.464039,0.307165,0.166989,1.25509,2.3545
C00084-01,4.03573,2.3161,2.43925,2.25922,0.920141,16.2017,16.3643
C00086-01,1.1776,1.13369,0.983577,0.340882,0.245894,0.983577,2.57692
C00086-02,4.99718,3.26495,2.83718,2.5605,1.10404,11.6438,11.8064
C00087-01,1.83936,1.78445,2.36605,0.820012,0.591514,2.36605,2.52859
C00088-01,1.1093,1.08403,0.442575,0.221595,0.165596,0.882196,2.47554
C00089-01,7.40641,4.16068,2.54188,2.83322,1.07487,16.4427,16.4427
C00090-01,2.70042,2.25025,3.58907,2.25499,1.26119,7.70381,7.90855
C00091-01,1.71812,1.49031,1.8037,1.10185,0.669779,3.89484,4.42596
C00092-01,3.46207,2.24315,3.67611,2.83767,1.26634,20.6287,20.7912
C00093-01,1.26298,1.19577,0.971871,0.461985,0.323957,1.45781,2.70078
C00094-01,4.84605,3.18456,3.13674,2.95336,1.28374,14.8957,15.0583
C00095-01,1.15824,1.11853,0.856996,0.297012,0.214249,0.856996,2.45034
C00096-01,5.0853,3.02156,2.84597,2.89323,1.19021,14.5339,14.6965
C00097-01,5.56562,3.55796,3.20523,3.20649,1.34292,14.555,14.7597
C00099-01,6.14285,3.09933,2.9061,3.26045,1.21659,25.0167,25.1793
C00100-01,1.63829,1.53962,2.22587,1.04502,0.741957,3.33881,3.72522
C00101-01,3.98098,2.95564,3.44345,2.76628,1.32487,11.0593,11.2641
C00102-01,7.82184,4.25441,2.87633,3.3162,1.23326,21.2344,21.3969
C00103-01,6.61705,3.34049,3.17943,3.63118,1.34636,25.9719,26.1344
C00104-01,7.95235,3.80664,2.65456,3.1346,1.11462,28.3307,28.4932
C00105-01,1.14993,1.09906,0.505559,0.309232,0.199512,1.23,2.82334
C00105-02,1.2722,1.16647,0.942207,0.514191,0.304809,1.63362,3.22696
C00105-03,2.99971,2.32383,2.53122,1.76956,0.917666,6.9025,7.06504
C00106-01,4.63357,2.60168,2.43422,2.48637,0.998275,16.3593,16.3593
C00107-01,1.20002,1.12121,0.611075,0.357682,0.212072,1.12878,2.72213
C00108-01,5.48688,2.80703,2.80472,2.96329,1.12057,24.6193,24.7818
C00109-01,4.7115,3.13552,3.48041,3.03734,1.3346,16.9976,17.2024
C00110-01,2.12241,1.60791,1.64322,1.35908,0.682782,6.37599,6.53852
C00111-01,7.85368,3.97362,2.84665,3.30963,1.20172,26.8793,27.0418
C00112-01,5.13362,3.35025,3.48149,3.15827,1.35441,18.82,18.82
C00113-01,7.1283,3.78142,2.94402,3.43145,1.28508,21.1411,21.2072
C00113-02,1.00882,1.00476,0.0208129,0.0137478,0.00741928,0.0461869,1.60062
C00114-01,3.66275,2.45471,2.85672,2.29963,1.04975,11.7914,11.9539
C00114-02,5.64066,3.48399,3.26383,3.25695,1.34226,20.3406,20.3406
C00115-01,1.47349,1.37171,1.35673,0.727782,0.508773,2.71345,3.09987
C00115-03,1.05214,1.03806,0.225383,0.0781119,0.0563459,0.225383,1.64943
C00116-01,8.99282,4.12757,2.95288,3.64253,1.2566,33.0485,33.0485
D00001-01,1.00617,1.00272,0.012756,0.0124102,0.00546687,0.0446461,2.05651
D00002-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.79231
D00002-03,1.08796,1.06747,0.339617,0.181047,0.135724,0.847511,2.44085
D00003-01,1.12897,1.07253,0.340763,0.246308,0.137304,1.08597,2.67931
D00004-01,3.76079,2.31413,2.83714,2.45164,1.05102,15.7076,15.8701
D00004-02,3.66301,2.7436,3.50067,2.64658,1.29551,10.6815,10.8862
D00004-03,2.65825,2.25664,2.47669,1.49714,0.852746,4.46759,4.70105
D00005-01,2.49704,2.0712,2.76001,1.69591,0.958472,5.08089,5.4673
D00006-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.48265
D00006-02,1.85848,1.80852,3.45817,1.19851,0.864543,3.45817,3.66291
D00006-04,1.00089,1.00064,0.00507843,0.00176005,0.00126961,0.00507843,1.98215
D00006-05,1.70148,1.61361,1.87661,0.874299,0.625538,2.81492,2.97745
D00007-01,1.88685,1.60747,1.64136,0.987551,0.587799,3.45197,3.83839
D00008-01,1.55248,1.30376,1.08256,0.885476,0.469022,4.60815,4.8129
D00008-02,1.34466,1.25104,0.958216,0.565661,0.383286,2.39554,2.96681
D00009-01,1.13221,1.09838,0.695431,0.241018,0.173858,0.695431,2.28877
D00011-01,1.0956,1.05936,0.273462,0.18158,0.111444,0.948855,2.43197
D00012-01,1.72453,1.64773,3.90625,1.3538,0.976563,3.90625,4.43736
D00013-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.53907
D00014-01,1.00197,1.00107,0.0054899,0.00380531,0.00205871,0.0109798,1.93957
D00015-01,1.02501,1.01522,0.0909496,0.0499591,0.0303165,0.136424,2.1135
D00015-02,1.6507,1.56627,2.77363,0.961266,0.693407,2.77363,3.30474
D00015-03,1.41447,1.26731,1.0034,0.681025,0.414255,2.96241,3.49352
D00015-04,1.0,1.0,0.0,-0.0,0.0,0.0,2.26732
D00016-01,1.0943,1.05885,0.26668,0.179046,0.11043,0.789231,2.38257
D00016-02,1.11042,1.08465,0.445165,0.22404,0.166937,0.890331,2.48367
D00016-03,3.18065,2.74993,4.20871,2.86064,1.57325,8.37725,8.582
D00017-05,5.07103,3.27273,3.38436,3.08992,1.32166,16.0906,16.2954
D00018-01,2.45715,2.05132,2.98812,1.89427,1.0799,6.02839,6.23313
D00018-02,1.19069,1.12389,0.737968,0.389482,0.245989,1.10695,2.9143
D00018-03,1.04663,1.0226,0.112905,0.0927297,0.0449644,0.32171,2.29475
D00018-04,1.37619,1.24887,0.945244,0.628591,0.392271,2.81328,3.34439
D00019-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.52216
D00019-04,1.24116,1.16202,0.693565,0.468864,0.302582,2.74696,3.27808
D00020-01,1.10727,1.07714,0.477723,0.226571,0.159241,0.716584,2.57659
D00020-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.06403
D00021-01,1.00059,1.00043,0.00379334,0.00131467,0.000948335,0.00379334,2.23204
D00021-02,2.09956,1.69956,2.18708,1.46145,0.81101,5.24564,5.45038
D00021-03,2.76097,2.37066,3.72845,2.10121,1.19623,6.91517,7.11991
D00021-05,1.01024,1.00622,0.0371183,0.0203698,0.0123728,0.0556775,2.03729
D00021-06,3.89722,2.82812,3.07748,2.48693,1.1818,9.81649,10.0212
D00021-07,3.34316,2.61374,2.9922,2.25717,1.15467,7.31912,7.52387
D00021-08,5.17802,3.49984,3.12672,2.98899,1.29829,12.0539,12.2587
D00022-01,1.00471,1.0029,0.0194668,0.0105464,0.00648893,0.0292002,2.263
D00022-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.79804
D00022-03,1.00592,1.0036,0.0223591,0.012282,0.00745303,0.0335386,2.10222
D00023-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.23203
D00024-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.15747
D00025-02,2.26616,1.73891,2.24274,1.69243,0.879071,6.99093,7.19567
D00025-03,1.66527,1.58198,2.95768,1.02506,0.739421,2.95768,3.4888
D00026-01,2.08901,1.80314,2.42964,1.29213,0.781236,3.69136,4.22248
D00027-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.73795
D00028-01,1.05958,1.03207,0.155033,0.129781,0.0696776,0.872754,2.68011
D00028-03,8.57924,4.07611,2.70748,3.36622,1.18193,26.4718,26.6343
D00028-04,4.7912,3.42097,3.44597,2.99553,1.35302,12.6669,12.8294
D00028-05,2.64939,2.30533,3.12113,1.8085,1.05099,5.28679,5.49153
D00029-01,1.42547,1.25621,1.11595,0.638447,0.367312,1.90183,3.1448
D00029-02,1.1564,1.10228,0.63267,0.277495,0.177192,0.829866,2.42321
D00029-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.79296
D00029-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.99976
D00032-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.95396
D00036-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.98352
D00039-01,1.07565,1.05553,0.425033,0.147305,0.106258,0.425033,2.23238
D00044-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.23988
D00046-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.23894
D00049-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.01533
D00050-02,1.00299,1.00216,0.023938,0.00829627,0.0059845,0.023938,2.78673
D00051-05,1.02733,1.01664,0.101249,0.0556165,0.0337497,0.151873,2.16374
D00052-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.70924
D00053-02,1.01906,1.00985,0.049582,0.0383659,0.0198325,0.123951,2.12513
D00054-01,1.00307,1.00252,0.0151459,0.0069279,0.0056797,0.0302917,2.26627
D00054-02,1.49517,1.3682,1.69547,1.01368,0.678187,4.23867,4.44341
D00054-03,1.95583,1.71431,2.21232,1.18904,0.738571,3.70133,4.08775
D00054-04,3.4377,2.69064,2.99965,2.25436,1.14715,7.295,7.49974
D00054-05,2.17174,1.80929,2.15057,1.31832,0.760362,4.1281,4.51451
D00056-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.57304
D00056-02,1.15558,1.11646,0.714889,0.247762,0.178722,0.714889,2.07079
D00056-03,1.87266,1.82663,3.90488,1.35333,0.97622,3.90488,4.10962
D00057-01,1.99021,1.69526,2.16962,1.21002,0.721045,3.59873,4.12984
D00057-02,2.50951,2.21563,3.0489,1.60376,0.956347,4.76165,4.96639
D00058-03,2.18699,1.93719,3.42562,1.78319,1.10244,5.74053,5.94528
D00059-01,1.98127,1.72259,1.93955,1.0538,0.646516,2.90932,3.44043
D00059-02,3.51413,2.39099,2.41371,2.10345,0.973671,7.7608,8.14721
D00060-04,1.00862,1.00536,0.0385077,0.0192286,0.0119524,0.0592343,2.27927
D00061-01,1.00454,1.00387,0.0201267,0.00887823,0.00754753,0.0402535,1.97091
D00061-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.07821
D00061-04,2.6478,2.33394,3.21877,1.78672,1.04873,5.17107,5.37581
D00062-03,2.25003,2.03478,2.90885,1.33844,0.83934,4.29495,4.45748
D00066-02,1.00373,1.00224,0.0117641,0.00731293,0.00439509,0.0233966,1.97735
D00067-01,1.00379,1.0023,0.0154266,0.00847373,0.00514221,0.02314,2.25524
D00067-04,1.00967,1.00584,0.0357865,0.0216095,0.0130506,0.0686181,2.28866
D00069-01,1.86354,1.81496,2.86343,0.99239,0.715858,2.86343,3.02597
D00071-02,1.7229,1.64588,2.81908,0.977018,0.704769,2.81908,3.20549
D00071-04,1.0,1.0,0.0,-0.0,0.0,0.0,2.36984
D00073-01,1.08585,1.05909,0.342602,0.168581,0.114201,0.513903,2.32125
D00073-03,1.13134,1.09771,0.690203,0.239206,0.172551,0.690203,2.28355
D00074-02,1.00375,1.00228,0.0137496,0.00755274,0.0045832,0.0206244,2.0325
D00075-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.68009
D00075-02,3.00847,2.72137,5.19587,3.04047,1.7461,8.77294,8.93547
D00075-03,1.56374,1.45183,1.75662,0.850793,0.59224,2.75554,3.28665
D00076-03,2.73234,2.34027,2.68851,1.64829,0.939131,4.82454,5.02928
D00076-05,1.60445,1.4455,1.49706,0.872298,0.568636,3.36529,3.52782
D00077-01,1.53877,1.35074,1.13388,0.689841,0.415625,2.3606,3.01275
D00078-04,1.09287,1.066,0.364927,0.195768,0.136478,0.726899,2.53425
D00080-01,2.90161,2.14965,2.51636,1.85258,0.930072,6.79015,6.99489
D00080-02,4.19285,2.95369,3.10746,2.73935,1.26408,10.1682,10.3307
D00080-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.89472
D00080-04,2.19748,1.86073,2.8001,1.62927,0.957258,5.55992,5.72246
D00081-01,1.97635,1.8273,2.31082,1.15905,0.770273,3.46623,3.62876
D00081-02,1.00405,1.00219,0.0120954,0.00838392,0.00453579,0.0241909,2.09287
D00082-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.78567
D00082-03,1.99185,1.76237,2.76206,1.46657,0.920687,4.14309,4.71436
D00084-01,1.1388,1.09381,0.558955,0.282385,0.186318,0.838433,2.64578
D00084-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.07565
D00084-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.79087
D00085-01,1.00673,1.00331,0.0192306,0.015071,0.00742366,0.0557628,2.2924
D00086-04,2.29585,2.08673,2.03758,1.08391,0.679195,3.05638,3.21891
D00088-01,1.13977,1.09818,0.52852,0.257806,0.176173,0.792779,2.38612
D00088-02,2.44271,2.05285,2.72348,1.62591,0.933684,4.74599,5.13241
D00088-03,1.10959,1.0811,0.562482,0.194941,0.14062,0.562482,2.15582
D00088-04,2.33113,1.82586,2.04314,1.47105,0.786166,4.95689,5.3433
D00092-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.25151
D00092-02,1.00651,1.00332,0.0204041,0.0145886,0.0074264,0.047287,2.28393
D00093-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.07713
D00094-01,1.00489,1.00305,0.0204932,0.0109737,0.00683105,0.0307397,2.26738
D00095-02,1.44548,1.30653,1.13811,0.714677,0.455087,2.84333,3.37444
D00095-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.53204
D00096-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.33848
D00096-02,1.91105,1.87682,4.62773,1.60385,1.15693,4.62773,4.79027
D00097-01,2.58925,2.23339,3.0106,1.78213,1.03449,5.26532,5.47006
D00097-02,2.04807,1.8432,3.14308,1.63302,1.04206,5.168,5.37274
D00098-02,1.02566,1.0114,0.0543297,0.0509294,0.0226546,0.190907,2.17242
D00098-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.78567
D00098-04,3.09432,2.30285,2.87718,2.20598,1.10489,7.80435,8.00909
E00001-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.72616
E00002-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00005-01,2.83652,2.73165,7.37441,4.04277,2.45814,11.0616,11.2241
E00005-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.46728
E00005-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.77122
E00005-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00006-07,2.9367,2.91045,8.73596,4.77908,2.91199,13.1039,13.1039
E00007-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00007-04,1.9752,1.96463,7.21035,2.49892,1.80259,7.21035,7.27645
E00008-03,1.0,1.0,0.0,-0.0,0.0,0.0,5.43447
E00008-04,2.42781,2.28441,5.82366,3.06242,1.94122,8.73548,8.80158
E00009-01,1.91153,1.87746,5.86423,2.03239,1.46606,5.86423,6.06898
E00009-02,1.91654,1.65222,3.99999,2.19722,1.33333,5.99998,7.37759
E00009-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.76742
E00009-04,1.0,1.0,0.0,-0.0,0.0,0.0,4.92914
E00009-06,4.83523,4.23838,7.67846,6.17046,2.99163,20.5083,20.5083
E00009-07,1.0,1.0,0.0,-0.0,0.0,0.0,3.38567
E00010-05,1.97556,1.96514,7.32066,2.53715,1.83016,7.32066,7.38676
E00010-06,1.0,1.0,0.0,-0.0,0.0,0.0,3.46728
E00012-02,1.93147,1.90422,7.73139,2.67949,1.93285,7.73139,7.93613
E00012-03,2.77691,2.65494,6.82475,3.72741,2.27492,10.2371,10.3997
E00012-05,1.97539,1.96491,7.26944,2.5194,1.81736,7.26944,7.33554
E00013-01,1.0,1.0,0.0,-0.0,0.0,0.0,4.9683
E00013-02,8.13472,6.70494,7.78564,8.348,3.38858,35.8685,35.8685
E00013-03,2.0,2.0,9.76222,3.38333,2.44056,9.76222,9.76222
E00013-04,3.79858,3.63214,6.9605,4.79741,2.60491,13.8788,13.9449
E00014-01,3.46542,3.13603,6.37583,4.31451,2.36453,12.5404,12.7029
E00014-06,1.0,1.0,0.0,-0.0,0.0,0.0,4.31637
E00015-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00015-05,1.97422,1.96325,6.93055,2.40195,1.73264,6.93055,6.99665
E00016-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.29716
E00017-02,3.52124,3.25202,6.72785,4.43916,2.44207,12.8087,12.9712
E00017-03,1.92209,1.89156,6.73359,2.33368,1.6834,6.73359,6.93833
E00017-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00017-05,2.76351,2.62916,6.99309,3.82393,2.33103,10.4896,10.6944
E00018-01,1.93324,1.90662,7.95128,2.7557,1.98782,7.95128,8.15602
E00019-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.82937
E00019-03,1.97709,1.96731,7.82303,2.71126,1.95576,7.82303,7.88913
E00020-01,2.76311,2.62859,6.97974,3.8166,2.32658,10.4696,10.6744
E00020-02,1.85983,1.81023,6.5992,2.28711,1.6498,6.5992,6.98562
E00020-03,1.8206,1.76121,5.89124,2.04175,1.47281,5.89124,6.35326
E00020-04,3.13163,2.72652,8.12185,5.31357,2.94749,16.539,16.539
E00020-05,4.0624,3.62847,6.40711,4.77486,2.46753,14.8263,14.8263
E00021-01,2.70166,2.56105,6.08334,3.30636,2.02778,9.12501,9.28754
E00021-02,1.92614,1.89701,7.13304,2.47212,1.78326,7.13304,7.33778
E00021-03,1.68095,1.59908,6.57118,2.2774,1.64279,6.57118,7.67058
E00021-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00022-01,1.0,1.0,0.0,-0.0,0.0,0.0,5.18168
E00022-06,1.94745,1.92602,8.13779,2.82034,2.03445,8.13779,8.30033
E00023-01,1.97465,1.96385,7.0505,2.44352,1.76262,7.0505,7.1166
E00023-03,1.50748,1.42059,3.99999,1.38629,0.999998,3.99999,5.3776
E00023-04,2.0,2.0,9.84184,3.41092,2.46046,9.84184,9.84184
E00023-05,1.0,1.0,0.0,-0.0,0.0,0.0,4.94651
E00024-01,4.03825,3.52583,6.60832,4.96462,2.54801,15.3294,15.4919
E00024-02,4.25493,3.92859,6.58779,4.89346,2.5191,15.0193,15.0854
E00024-03,2.84248,2.73677,6.99125,3.83629,2.33042,10.4869,10.6494
E00024-04,2.0,2.0,8.43649,2.92386,2.10912,8.43649,8.43649
E00024-06,4.71563,4.23768,9.6983,7.65655,3.7719,25.418,25.418
E00024-07,1.0,1.0,0.0,-0.0,0.0,0.0,4.07525
E00025-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.3776
E00025-03,1.0,1.0,0.0,-0.0,0.0,0.0,4.3164
E00026-01,5.65916,5.31495,7.28193,6.4429,3.0178,21.5938,21.5938
E00026-02,2.57351,2.45655,7.3846,3.9243,2.46153,11.0769,11.0769
E00026-04,1.93288,1.90612,7.90478,2.73959,1.97619,7.90478,8.10952
E00026-05,1.0,1.0,0.0,-0.0,0.0,0.0,4.86656
E00027-01,2.75493,2.62528,6.32992,3.45385,2.10997,9.49488,9.65741
E00027-02,2.90016,2.83888,6.72743,3.68617,2.24248,10.0912,10.1573
E00027-04,1.0,1.0,0.0,-0.0,0.0,0.0,4.07525
E00027-06,1.97218,1.96039,6.41052,2.22172,1.60263,6.41052,6.47662
E00028-01,1.0,1.0,0.0,-0.0,0.0,0.0,4.86654
E00028-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00029-03,1.97627,1.96614,7.5441,2.61458,1.88602,7.5441,7.6102
E00029-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00030-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00030-04,4.39529,4.10245,7.73049,5.867,2.99681,18.134,18.134
E00030-05,4.54259,3.66273,6.29848,5.14998,2.47369,17.924,17.9901
E00030-06,1.93161,1.90441,6.15115,2.13183,1.53779,6.15115,6.31369
E00031-02,1.93554,1.90974,6.55258,2.27095,1.63815,6.55258,6.71512
E00032-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.66633
E00032-02,3.35631,3.08234,6.9845,4.50253,2.51212,13.1124,13.1785
E00032-03,1.0,1.0,0.0,-0.0,0.0,0.0,4.07525
E00032-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00032-05,4.06058,3.69778,6.99633,5.07578,2.64258,15.5415,15.6076
E00033-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.3776
E00033-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.64839
E00034-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.01827
E00034-02,1.93742,1.9123,6.76279,2.3438,1.6907,6.76279,6.92532
E00034-05,1.97119,1.95899,6.18261,2.14273,1.54565,6.18261,6.24871
E00035-01,6.56597,5.81465,7.39402,7.01961,3.08857,26.3019,26.3019
E00035-02,3.46449,3.19116,7.25316,4.73444,2.61623,13.6766,13.8392
E00035-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.3776
E00036-01,2.0,2.0,6.4058,2.22008,1.60145,6.4058,6.4058
E00036-02,1.0,1.0,0.0,-0.0,0.0,0.0,4.07525
E00036-04,8.78087,6.55512,7.2238,8.17626,3.18928,37.4883,37.5544
E00037-01,3.69948,3.44039,6.6623,4.59802,2.49316,13.283,13.4456
E00037-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00037-03,2.83482,2.72904,7.29223,3.99763,2.43074,10.9383,11.1009
E00038-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00039-01,1.93844,1.91368,6.88174,2.38503,1.72044,6.88174,7.04428
E00039-02,3.89894,3.83857,7.94593,5.45101,2.96239,15.7532,15.7532
E00039-03,5.36643,4.92593,8.05922,6.95246,3.29793,23.1385,23.1385
E00039-04,1.50747,1.42059,3.99999,1.38629,0.999996,3.99999,5.3776
E00040-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00040-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00041-02,3.34558,2.70583,5.61402,4.19391,2.18936,13.3319,13.4944
E00041-03,1.97294,1.96145,6.59341,2.2851,1.64835,6.59341,6.65951
E00041-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.52797
E00041-05,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00042-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.46728
E00042-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00042-03,3.8344,3.71955,6.86428,4.72207,2.56883,13.6864,13.6864
E00044-01,3.2387,2.96267,6.81168,4.19346,2.36393,12.0998,12.2623
E00048-01,1.97294,1.96145,6.59341,2.2851,1.64835,6.59341,6.65951
E00049-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.348
E00049-02,1.0,1.0,0.0,-0.0,0.0,0.0,5.60785
E00050-01,3.72852,3.57108,6.93325,4.64911,2.54347,13.4145,13.4806
E00050-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00052-01,4.77402,4.17123,7.10443,5.86081,2.85043,19.3378,19.3378
E00053-01,1.97039,1.95786,6.01038,2.08304,1.5026,6.01038,6.07648
E00056-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00057-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00059-05,1.0,1.0,0.0,-0.0,0.0,0.0,3.30712
E00060-01,1.92851,1.90022,7.38876,2.56075,1.84719,7.38876,7.5935
E00060-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.60656
E00061-02,4.61411,4.27137,6.99442,5.55011,2.77986,17.2622,17.3283
E00062-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00062-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00064-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.02605
E00065-04,1.97396,1.96289,6.86087,2.3778,1.71522,6.86087,6.92697
E00066-05,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00068-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.3776
E00069-05,1.0,1.0,0.0,-0.0,0.0,0.0,3.3776
E00069-06,1.0,1.0,0.0,-0.0,0.0,0.0,3.85283
E00069-07,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00069-08,1.0,1.0,0.0,-0.0,0.0,0.0,5.09928
E00071-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00071-03,1.0,1.0,0.0,-0.0,0.0,0.0,4.93316
E00075-02,3.87477,3.64584,9.0935,6.17641,3.30924,18.6317,18.6317
E00075-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.35348
E00076-01,3.74376,3.56374,7.85059,5.36051,2.92126,15.5195,15.5856
E00077-02,1.85733,1.80707,6.46567,2.24083,1.61642,6.46567,6.85208
E00078-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.61584
E00079-01,1.92526,1.89583,7.0426,2.44078,1.76065,7.0426,7.24734
E00080-02,1.91655,1.65223,3.99999,2.19722,1.33333,5.99999,7.37759
E00080-03,1.0,1.0,0.0,-0.0,0.0,0.0,4.00185
E00081-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.56376
E00082-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.47507
E00083-01,1.50748,1.42059,3.99999,1.38629,0.999998,3.99999,5.3776
E00083-02,1.0,1.0,0.0,-0.0,0.0,0.0,4.07525
E00083-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.78662
E00083-06,1.40519,1.32518,3.99999,1.38629,0.999996,3.99999,6.07524
E00084-01,5.47478,4.83123,8.17608,7.10083,3.31209,24.7099,24.7099
E00084-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.348
E00084-03,1.0,1.0,0.0,-0.0,0.0,0.0,4.86656
E00085-01,2.98001,2.97133,9.09122,4.98753,3.03041,13.6368,13.6368
E00085-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.46409
E00085-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00086-02,2.0,2.0,9.18569,3.18352,2.29642,9.18569,9.18569
E00087-03,1.93935,1.91492,6.99174,2.42315,1.74794,6.99174,7.15428
E00087-04,1.0,1.0,0.0,-0.0,0.0,0.0,4.07525
E00087-05,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00087-07,1.91349,1.88006,6.00942,2.08271,1.50235,6.00942,6.21416
E00088-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
